0 ou 1,"Authors	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	Cited by	DOI	Link	Affiliations	Authors with affiliations	Abstract	Author Keywords	Document Type	Source	EID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Chatzigeorgiou, A., Tsantalis, N., Stephanides, G.	Application of graph theory to OO software engineering	2006	Proceedings - International Conference on Software Engineering				29	35		1	10.1145/1137661.1137669	http://www.scopus.com/inward/record.url?eid=2-s2.0-77953517634&partnerID=40&md5=b836b50fc8501262a82e39b18e8fc00e	""Department of Applied Informatics", University of Macedonia, 156 Egnatia str., 54006 Thessaloniki," Greece""	""Chatzigeorgiou", A., Department of Applied Informatics, University of Macedonia, 156 Egnatia str., 54006 Thessaloniki, Greece; Tsantalis, N., Department of Applied Informatics, University of Macedonia, 156 Egnatia str., 54006 Thessaloniki, Greece; Stephanides, G., Department of Applied Informatics, University of Macedonia, 156 Egnatia str., 54006 Thessaloniki," Greece""	""Graph Theory", which studies the properties of graphs, has been widely accepted as a core subject in the knowledge of computer scientists. So is Object-Oriented (OO) software engineering, which deals with the analysis, design and implementation of systems employing classes as modules. The latter field can greatly benefit from the application of Graph Theory, since the main mode of representation, namely the class diagram," is essentially a directed graph. The study of graph properties can be valuable in many ways for understanding the characteristics of the underlying software systems. Representative examples for the usefulness of graph theory on OO systems based on recent research results are presented in this paper. Copyright 2006 ACM.""	""""""God"""" classes; clustering; design pattern detection; graph theory; scale-free""	Conference Paper	Scopus	2-s2.0-77953517634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"De Lucia, A., Deufemia, V., Gravino, C., Risi, M.	Improving behavioral design pattern detection through model checking	2011	""Proceedings of the European Conference on Software Maintenance and Reengineering"," CSMR""			5714432	176	185		19	10.1109/CSMR.2010.16	http://www.scopus.com/inward/record.url?eid=2-s2.0-79952692538&partnerID=40&md5=a5a578d4b9ec968dab3340ffda3399ad	""Dipartimento di Matematica e Informatica", UniversitÃ  di Salerno, Fisciano(SA)," Italy""	""De Lucia", A., Dipartimento di Matematica e Informatica, UniversitÃ  di Salerno, Fisciano(SA), Italy; Deufemia, V., Dipartimento di Matematica e Informatica, UniversitÃ  di Salerno, Fisciano(SA), Italy; Gravino, C., Dipartimento di Matematica e Informatica, UniversitÃ  di Salerno, Fisciano(SA), Italy; Risi, M., Dipartimento di Matematica e Informatica, UniversitÃ  di Salerno, Fisciano(SA)," Italy""	""Recovering design pattern instances in a software system can help maintainers to understand its design and implementation. In this paper we present a fully automated design pattern recovery approach that analyzes the behavior of pattern instances both statically and dynamically. In particular", the proposed approach exploits model checking to statically verify the behavioral aspects of design pattern instances. To this end, we encode the properties defining the correct behavior of a pattern as LTL (Linear Temporal Logic) formulae and the sequence diagram representing the possible interaction traces among the objects involved in the candidate instances as PROMELA specifications. To verify whether the LTL properties are satisfied by the candidates we employ the SPIN model checking tool. The dynamic analysis of the pattern behavior is performed through a code instrumentation and monitoring phase applied on the candidate pattern instances. This phase allows us to obtain actual dynamic data during program execution," which is then used to verify its compliance to the pattern definition. The effectiveness of the proposed approach is shown by presenting and discussing the results obtained on JHotDraw and JRefactory. Â© 2010 IEEE.""	Design pattern recovery; Dynamic analysis; Model checking	Conference Paper	Scopus	2-s2.0-79952692538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Zhang, Y., Lu, Y., Nagahara, H., Taniguchi, R.-I.	Anonymous camera for privacy protection	2014	Proceedings - International Conference on Pattern Recognition			6977427	4170	4175			10.1109/ICPR.2014.715	http://www.scopus.com/inward/record.url?eid=2-s2.0-84919922394&partnerID=40&md5=1eb9f0ba1a9570f7ee76d28fc5b6a3d4	""Graduate of Information Science and Electrical Engineering", Kyushu University, Fukuoka, Japan; School of Software, Beihang University, Beijing," China""	""Zhang", Y., Graduate of Information Science and Electrical Engineering, Kyushu University, Fukuoka, Japan; Lu, Y., Graduate of Information Science and Electrical Engineering, Kyushu University, Fukuoka, Japan, School of Software, Beihang University, Beijing, China; Nagahara, H., Graduate of Information Science and Electrical Engineering, Kyushu University, Fukuoka, Japan; Taniguchi, R.-I., Graduate of Information Science and Electrical Engineering, Kyushu University, Fukuoka," Japan""	""Privacy protection in the surveillance video data has received great attention. Although tremendous works have been proposed to provide effective privacy protection techniques", most of the algorithms are based on post-processing that deletes, obscures or encrypts the privacy information after privacy-included raw data are recorded. Consequently, they are vulnerable to raw data leak out, which may lead to unauthorized use. Therefore, it is imperative to develop a new privacy protection scheme which is capable of excluding any privacy information at the video recording phase. In this paper, we propose an anonymous camera aiming to protect the privacy of individuals at the video capturing phase by optical masking technique. It effectively reduces the risk of raw data leakage because no privacy information will be recorded by the camera. We implemented a prototype camera, which consists of an infrared camera, a RGB camera and a liquid crystal on silicon (LCoS) device. We introduce optical design and performance of the anonymous camera," the masking algorithm as well as the calibration methodology. Experimental results demonstrate that our prototype anonymous camera can perform accurate real time masking of the face for privacy protection. Â© 2014 IEEE.""	Computational photography; Privacy protection; Surveillance camera	Conference Paper	Scopus	2-s2.0-84919922394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Hsiao, S.-W., Tsai, C.-J.	Transforming the natural colors of an image into product design: A computer-aided color planning system based on fuzzy pattern recognition	2015	Color Research and Application	40	6		612	625			10.1002/col.21929	http://www.scopus.com/inward/record.url?eid=2-s2.0-84943199203&partnerID=40&md5=aa244920991f6dd727adedd65d97e254	""Department of Industrial Design", National Cheng Kung University, No. 1, University Road, Tainan," Taiwan""	""Hsiao", S.-W., Department of Industrial Design, National Cheng Kung University, No. 1, University Road, Tainan, Taiwan; Tsai, C.-J., Department of Industrial Design, National Cheng Kung University, No. 1, University Road, Tainan," Taiwan""	""A computer-aided color planning system transforming an image with natural colors into product design is addressed in this study. By using analogies to natural color patterns for the solutions in product color planning", a natural color planning system is developed. The system assists the designer to obtain optimized natural colors easily for product color planning or takes the color planning of similar products by means of designers-preferred natural colors. In terms of the product color planning design, this system converts the descriptive design processes into systematic design model by three modules: (1) natural coloring module, (2) fuzzy recognition module, and (3) image evaluation module. A case study based on applying the colors of Taiwanese butterflies to the color planning of volleyball shoes was presented to verify the feasibility of this system. Â© 2014 Wiley Periodicals, Inc. Col Res Appl,40, 612-625, 2015 Â© 2014 Wiley Periodicals," Inc.""	color planning design; computer-aided design; fuzzy recognition; natural color pattern; product design	Article	Scopus	2-s2.0-84943199203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Moha, N., GuÃ©hÃ©neuc, Y.-G.	PTIDEJ and DECOR: Identification of design patterns and design defects	2007	""Proceedings of the Conference on Object-Oriented Programming Systems", Languages, and Applications," OOPSLA""				868	869		7	10.1145/1297846.1297930	http://www.scopus.com/inward/record.url?eid=2-s2.0-42149157833&partnerID=40&md5=57edf7d5adbdbd1956c613a9943bc6e5	""Ptidej Team - GEODES Group", DÃ©partement d'Informatique et de Recherche OpÃ©rationnelle, UniversitÃ© de MontrÃ©al, QC," Canada""	""Moha", N., Ptidej Team - GEODES Group, DÃ©partement d'Informatique et de Recherche OpÃ©rationnelle, UniversitÃ© de MontrÃ©al, QC, Canada; GuÃ©hÃ©neuc, Y.-G., Ptidej Team - GEODES Group, DÃ©partement d'Informatique et de Recherche OpÃ©rationnelle, UniversitÃ© de MontrÃ©al, QC," Canada""	""The PTIDEJ project started in 2001 to study code generation from and identification of patterns. Since then", it has evolved into a complete reverse-engineering tool suite that includes several identification algorithms. It is a flexible tool suite that attempts to ease as much as possible the development of new identification and analysis algorithms. Recently, the module DECOR has been added to PTIDEJ and allows the detection of design defects, which are recurring design problems. In this demonstration," we particularly focus on the creation and use of identification algorithms for design patterns and defects.""	Antipatterns; Design defects; Design patterns; Detection; Java; Meta-modelling	Conference Paper	Scopus	2-s2.0-42149157833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Schmidt, G., Sidorenko, V.R., Bossert, M.	Interleaved reed-solomon codes in concatenated code designs	2005	""Proceedings of the IEEE ITSOC Information Theory Workshop 2005 on Coding and Complexity"," ITW2005""			1531885	187	191		3	10.1109/ITW.2005.1531885	http://www.scopus.com/inward/record.url?eid=2-s2.0-33746679683&partnerID=40&md5=86b028740e0a157f643f8c24844132ef	""Department of Telecommunications and Applied Information Theory", University of Ulm, Albert-Einstein-Allee 43, 89081 Ulm," Germany""	""Schmidt", G., Department of Telecommunications and Applied Information Theory, University of Ulm, Albert-Einstein-Allee 43, 89081 Ulm, Germany; Sidorenko, V.R., Department of Telecommunications and Applied Information Theory, University of Ulm, Albert-Einstein-Allee 43, 89081 Ulm, Germany; Bossert, M., Department of Telecommunications and Applied Information Theory, University of Ulm, Albert-Einstein-Allee 43, 89081 Ulm," Germany""	""Interleaved Reed-Solomon codes allow the correction of errors beyond half the minimum code distance if the errors are not distributed independently in the received signal but occur in bursts. Therefore", these codes are mainly considered for applications in channels, that cause correlated error patterns, i.e., error bursts. However, they can also be quite interesting for memoryless channels causing independent random errors, if they are applied in concatenated code designs. We present such concatenated codes with several outer Reed-Solomon codewords and demonstrate the gain," that can be obtained by interleaved Reed-Solomon decoding in comparison to independently decoding the several words of the underlying Reed-Solomon codes. Â© 2005 IEEE.""		Conference Paper	Scopus	2-s2.0-33746679683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Platenius, M.C., Von Detten, M., SchÃ_fer, W., Gerth, C., Engels, G.	Service matching under consideration of explicitly specified service variants	2013	""Proceedings - IEEE 20th International Conference on Web Services"," ICWS 2013""			6649635	613	614			10.1109/ICWS.2013.98	http://www.scopus.com/inward/record.url?eid=2-s2.0-84891762524&partnerID=40&md5=70028281e47c481bdc043ee9c223a446	""Software Engineering Group", Heinz Nixdorf Institute, University of Paderborn, Germany; Database and Information Systems, Department of Computer Science, University of Paderborn," Germany""	""Platenius", M.C., Software Engineering Group, Heinz Nixdorf Institute, University of Paderborn, Germany; Von Detten, M., Software Engineering Group, Heinz Nixdorf Institute, University of Paderborn, Germany; SchÃ_fer, W., Software Engineering Group, Heinz Nixdorf Institute, University of Paderborn, Germany; Gerth, C., Database and Information Systems, Department of Computer Science, University of Paderborn, Germany; Engels, G., Database and Information Systems, Department of Computer Science, University of Paderborn," Germany""	""One of the main ideas of Service-Oriented Computing (SOC) is the delivery of flexibly composable services provided on world-wide markets. For a successful service discovery", service requests have to be matched with the available service offers. However, in a situation in which no service that completely matches the request can be discovered, the customer may tolerate slight discrepancies between request and offer. Some existing fuzzy matching approaches are able to detect such service variants, but they do not allow to explicitly specify which parts of a request are not mandatory. In this paper, we improve an existing service matching approach based on Visual Contracts leveraging our preliminary work of design pattern detection. Thereby," we support explicit specifications of service variants and realize gradual matching results that can be ranked in order to discover the service offer that matches a customer's request best. Â© 2013 IEEE.""		Conference Paper	Scopus	2-s2.0-84891762524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sharif, B., Maletic, J.I.	The effects of layout on detecting the role of design patterns	2010	""Software Engineering Education Conference"," Proceedings""			5463629	41	48		1	10.1109/CSEET.2010.23	http://www.scopus.com/inward/record.url?eid=2-s2.0-77953753721&partnerID=40&md5=c3960a091f81a2546b72460921f6a7c5	""Department of Computer Science", Kent State University," United States""	""Sharif", B., Department of Computer Science, Kent State University, United States; Maletic, J.I., Department of Computer Science, Kent State University," United States""	""A controlled experiment investigating the effect layout has on how students identify design pattern roles in UML class diagrams is presented. Two layout schemes", multi-cluster and orthogonal, are compared with respect to three open source systems and four design patterns. Seventeen students were asked a series of eight design pattern role detection (comprehension) questions for each layout," followed by eight preference rating questions. Results indicate a significant improvement in role detection accuracy with the multi-cluster layout for the strategy pattern and a significant improvement in detection time with the multi-cluster layout for all four patterns. Preference ratings significantly favored the multi-cluster layout for pattern role detection ease. These results can be used to help improve the teaching of design patterns. Â© 2010 IEEE.""		Conference Paper	Scopus	2-s2.0-77953753721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Uchiyama, S., Washizaki, H., Fukazawa, Y., Kubo, A.	Design pattern detection using software metrics and machine learning	2011	CEUR Workshop Proceedings	708			38	47				http://www.scopus.com/inward/record.url?eid=2-s2.0-84891920848&partnerID=40&md5=1d86d521657922426942e5da1bc41a1b	""Dept. Computer Science and Engineering", Waseda University, Tokyo, Japan; Aoyama Media Laboratory, Tokyo," Japan""	""Uchiyama", S., Dept. Computer Science and Engineering, Waseda University, Tokyo, Japan; Washizaki, H., Dept. Computer Science and Engineering, Waseda University, Tokyo, Japan; Fukazawa, Y., Dept. Computer Science and Engineering, Waseda University, Tokyo, Japan; Kubo, A., Aoyama Media Laboratory, Tokyo," Japan""	""The understandability", maintainability, and reusability of object-oriented programs could be improved by automatically detecting well-known design patterns in programs. Many existing detection techniques are based on static analysis and use strict conditions composed of class structure data. Hence, it is difficult for them to detect design patterns in which the class structures are similar. Moreover, it is difficult for them to deal with diversity in design pattern applications. We propose a design pattern detection technique using metrics and machine learning. Our technique judges candidates for the roles that compose the design patterns by using machine learning and measurements of metrics," and it detects design patterns by analyzing the relations between candidates. It suppresses false negatives and distinguishes patterns in which the class structures are similar. We conducted experiments that showed that our technique was more accurate than two previous techniques.""	Component; Design pattern; Machine learning; Object-oriented software; Software metrics	Conference Paper	Scopus	2-s2.0-84891920848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[No author name available]	""Proceedings of the IASTED International Conference on Software Engineering: part of the 23rd IASTED International Multi-Conference on Applied Informatics"," SE 2005""	2005	""Proceedings of the IASTED International Conference on Software Engineering: part of the 23rd IASTED International Multi-Conference on Applied Informatics"," SE 2005""						505			http://www.scopus.com/inward/record.url?eid=2-s2.0-84883045800&partnerID=40&md5=d4948c3ffaf8bf64e6afd720228da4b3			""The proceedings contain 84 papers. The topics discussed include: design pattern detection from Java software; staffing for software inspections - an empirical study; a graduate's role in technology transfer: from requirements to design with UML; a logical approach for testing requirements; three methods showing the similarity between ISO 9001 and CMMI; using abstract state machines to support UML model instantiation checking; a causality-based semantics for UML sequence diagrams; aspect-oriented dependency injective service gateway for web services aggregation; building a multi-level database for efficient information retrieval: a framework definition; an aspect-oriented approach to modular behavioral specification of Java components; a flexible attribute instantiation technique for visual languages; supporting the comprehension of object-oriented software systems by extended m-m graph; and porthole: a spatial interface to provide scrolling", zooming-in," and zooming-out.""		Conference Review	Scopus	2-s2.0-84883045800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Song, Q., Wang, L., Xu, S.	Design and development of detection and analysis system for wheat stripe rust resistance genes	2010	""2010 World Automation Congress"," WAC 2010""			5665459	89	94				http://www.scopus.com/inward/record.url?eid=2-s2.0-78651444193&partnerID=40&md5=9da4457a3b9a66473105d80f8756d0fe	""College of Information and Electrical Engineering", China Agricultural University, Beijing, China; Institute of Plant Protection, Chinese Academy of Agricultural Sciences, Beijing," China""	""Song", Q., College of Information and Electrical Engineering, China Agricultural University, Beijing, China; Wang, L., College of Information and Electrical Engineering, China Agricultural University, Beijing, China; Xu, S., Institute of Plant Protection, Chinese Academy of Agricultural Sciences, Beijing," China""	""To improve the efficiency and veracity of the detection and analysis of the wheat stripe rust resistance genes", the detection and analysis system for wheat stripe rust resistance genes (SRGDAS) was designed and developed, through introducing the experience and knowledge of the experts in the agricultural domain into computer. This system is based on the MVC (Model-View-Controller) design pattern, and combined with the component and framework design thought and technology. Taking the detection method and actual analysis process adopted by domain experts into full consideration, developed the knowledge base, the knowledge acquisition facility, the inference engine, the explanation facility, as well as the friendly man-machine interface. This system is principally used to derive the stripe rust resistance genes from the wheat cultivars according to the phenotypes of the tested wheat cultivars infected by Puccinia striiformis. Additionally, it can analyze the existence credibility of the derived known genes in terms of the all-around information of the wheat cultivars. Adopting the clustering method, it can also process the derived unknown genes according to the wheat cultivars resistance characteristics. This system is applied to practice and validated by the detection and analysis experimental data," which verifies the feasibility and validity of this system.""	Gene postulation; MVC pattern; Resistance gene; Wheat stripe (yellow) rust	Conference Paper	Scopus	2-s2.0-78651444193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Pecar, P., Lebar Bajec, I.	The key elements of logic design in ternary quantum-dot cellular automata	2011	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	6714 LNCS			177	188		2	10.1007/978-3-642-21341-0_21	http://www.scopus.com/inward/record.url?eid=2-s2.0-79959315350&partnerID=40&md5=ff3fbd8b1a680309e0b7e21cf7d26859	""University of Ljubljana", Faculty of Computer and Information Science, Trzaska 25, 1000 Ljubljana," Slovenia""	""Pecar", P., University of Ljubljana, Faculty of Computer and Information Science, Trzaska 25, 1000 Ljubljana, Slovenia; Lebar Bajec, I., University of Ljubljana, Faculty of Computer and Information Science, Trzaska 25, 1000 Ljubljana," Slovenia""	""The ternary Quantum-dot Cellular Automata (tQCA) were demonstrated to be a possible candidate for the implementation of a future multi-valued processing platform. Recent papers show that the application of adiabatic pipelining can be used to solve the issues of tQCA logic primitives. The architectures of the resulting tQCAs are similar to their binary counterparts and the physical design rules remain similar to those for the binary QCA domain. The design of complex processing structures is", however, usually based on logic design. The foundation of logic design is a functionally complete set of elementary logic primitives (functions). The currently available tQCA logic primitives, i.e. tQCA majority gate and tQCA inverter gate, do not constitute a functionally complete set. We here present a tQCA implementation of the ternary characteristic functions," which together with the tQCA majority gate and the ternary constants constitute a functionally complete set according to multi-valued Post logic. Â© 2011 Springer-Verlag Berlin Heidelberg.""	multi-valued Post logic; ternary characteristic functions; ternary functionally complete set; ternary quantum-dot cellular automaton	Conference Paper	Scopus	2-s2.0-79959315350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Hou, D., Hoover, H.J.	Source-level linkage: Adding semantic information to C++ fact-bases	2006	""IEEE International Conference on Software Maintenance"," ICSM""			4021373	448	457		1	10.1109/ICSM.2006.61	http://www.scopus.com/inward/record.url?eid=2-s2.0-34547435757&partnerID=40&md5=41154b44d244d34e3c9c5996d12defbd	""Department of Computing Science", University of Alberta, Edmonton, Alta. T6G 2E8," Canada""	""Hou", D., Department of Computing Science, University of Alberta, Edmonton, Alta. T6G 2E8, Canada; Hoover, H.J., Department of Computing Science, University of Alberta, Edmonton, Alta. T6G 2E8," Canada""	""Facts extracted from source code have been used to support a variety of software engineering activities", ranging from architectural understanding, through detection of design patterns, to program exploration. Several fact extractors have been developed and published in the literature, but most of them extract facts only from individual compilation units. Linking multiple fact-bases is largely overlooked. Source-level linkage is different from compilation linkage. Its goal is to assist a software engineer, not to produce an executable program. Thus a source-level linker needs to collect as many as possible facts that may be potentially helpful to a software engineer's task, many of which are not available from a compiler linker. We present the design of a source-level linker for C++. This linker has been used to analyze a dozen of Microsoft Foundation Classes (MFC) programs and over 200 C++ programs that cover an extensive subset of C++ features, including templates from the Standard Template Library (STL). As a further validation, we design a Structural Constraint Language, SCL," to express and machine-check a wide range of constraints on the Abstract Semantics Graph (ASG) produced by the linker. Â© 2006 IEEE.""	C++; Datrix; Fact extraction; Name resolution; Source-level linkage; Type analysis	Conference Paper	Scopus	2-s2.0-34547435757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
